도서관명,시도명,시군구명,열람좌석수,자료수
식사도서관,경기도,고양시 일산동구,194,69077
신도작은도서관,경기도,고양시 덕양구,0,9930
신원도서관,경기도,고양시 덕양구,170,51083
아람누리도서관,경기도,고양시 일산동구,0,197168
원당도서관,경기도,고양시 덕양구,270,117606
주엽어린이도서관,경기도,고양시 일산서구,0,137750
탄현작은도서관,경기도,고양시 일산서구,0,21042
푸른마을작은도서관,경기도,고양시 덕양구,0,20244
풍동도서관,경기도,고양시 일산동구,0,92453
한뫼도서관,경기도,고양시 일산서구,129,142337
햇빛21작은도서관,경기도,고양시 덕양구,0,10235
햇빛마을작은도서관,경기도,고양시 덕양구,0,20859
행신도서관,경기도,고양시 덕양구,342,157349
행신어린이도서관,경기도,고양시 덕양구,0,111280
호수공원작은도서관,경기도,고양시 일산동구,0,8330
화전작은도서관,경기도,고양시 덕양구,0,18515
화정도서관,경기도,고양시 덕양구,466,178978
화정어린이도서관,경기도,고양시 덕양구,0,109422
평택시립도서관,경기도,평택시,554,284426
팽성도서관,경기도,평택시,215,116751
안중도서관,경기도,평택시,950,210602
지산초록도서관,경기도,평택시,430,146289
오성도서관,경기도,평택시,155,37665
장당도서관,경기도,평택시,571,95253
진위도서관,경기도,평택시,188,36986
청북도서관,경기도,평택시,90,25509
세교도서관,경기도,평택시,239,20295
비전작은도서관,경기도,평택시,50,33716
송탄작은도서관,경기도,평택시,46,30045
서정작은도서관,경기도,평택시,45,30252
포승작은도서관,경기도,평택시,65,24390
경기도립평택도서관,경기도,평택시,400,48198
북구디지털도서관,부산광역시,북구,96,137374
화명도서관,부산광역시,북구,579,135222
금곡도서관,부산광역시,북구,97,38072
포은중앙도서관,경상북도,포항시,816,180777
대잠도서관,경상북도,포항시,130,140433
영암도서관,경상북도,포항시,352,107134
오천도서관,경상북도,포항시,302,54539
동해석곡도서관,경상북도,포항시,130,34844
어린이영어도서관,경상북도,포항시,43,20126
죽장면 선바위 작은도서관,경상북도,포항시,50,8727
흥해읍 이팝 작은도서관,경상북도,포항시,30,9910
해도동 바다섬,경상북도,포항시,40,6918
양학동 부학,경상북도,포항시,50,12357
두호동 두무치,경상북도,포항시,50,9836
청림동 푸른숲,경상북도,포항시,50,7503
효곡동 행복,경상북도,포항시,40,12349
오천읍 해와달,경상북도,포항시,30,9245
장량동 참사랑,경상북도,포항시,30,8207
연일읍 미르,경상북도,포항시,40,10597
상대동 큰섬마을,경상북도,포항시,30,8444
대송면 큰솔,경상북도,포항시,50,9627
신광면/비학산,경상북도,포항시,40,7643
죽도동 청암,경상북도,포항시,50,8561
효곡동 그린숲,경상북도,포항시,50,8949
송도동 솔향,경상북도,포항시,30,6984
오천읍 그루터기,경상북도,포항시,40,8306
환여동 해맞이꿈터,경상북도,포항시,30,7739
기계면 버드내,경상북도,포항시,40,7903
두호동 책이랑바다랑,경상북도,포항시,10,4690
환호동 환호어린이,경상북도,포항시,30,7453
청림동 찬내,경상북도,포항시,30,6879
죽도동 맑은물,경상북도,포항시,40,4186
구룡포 미르아라,경상북도,포항시,40,6083
청하면 해아,경상북도,포항시,30,5008
장량동 다솜,경상북도,포항시,40,6358
장량동 햇살,경상북도,포항시,40,8288
효곡동 열린,경상북도,포항시,40,6159
연일읍 해돋이,경상북도,포항시,50,6035
흥해읍 내맏이,경상북도,포항시,40,5160
흥해읍 어리골,경상북도,포항시,20,5074
장량동 해뜰참,경상북도,포항시,30,5829
죽장면 참느리,경상북도,포항시,25,3384
용흥동 솔개재,경상북도,포항시,40,6255
장량동 꿈마루,경상북도,포항시,30,4805
흥해읍 참새미,경상북도,포항시,24,4531
장량동 바람숲,경상북도,포항시,20,3581
호미곶면 호미곶,경상북도,포항시,12,2487
우창동 어울,경상북도,포항시,20,5388
장기면 양포,경상북도,포항시,15,2450
그림책마을,경상북도,포항시,30,5259
수영구도서관,부산광역시,수영구,456,107625
수영구도서관 망미분관,부산광역시,수영구,109,60931
홍산공공도서관,충청남도,부여군,211,18826
꿈나무도서관,경기도,양주시,183,145769
남면도서관,경기도,양주시,147,51646
덕계도서관,경기도,양주시,130,65043
광적도서관,경기도,양주시,187,32513
장흥작은도서관,경기도,양주시,70,20161
양주희망도서관,경기도,양주시,230,56359
덕정도서관,경기도,양주시,180,131509
고읍도서관,경기도,양주시,249,58416
경산시립도서관,경상북도,경산시,504,99054
경산시립장산도서관,경상북도,경산시,154,99447
오산시 중앙도서관,경기도,오산시,484,251262
오산시 초평도서관,경기도,오산시,235,44303
오산시 햇살마루도서관,경기도,오산시,110,48757
오산시 청학도서관,경기도,오산시,275,86324
오산시 양산도서관,경기도,오산시,314,57659
오산시 꿈두레도서관,경기도,오산시,370,122247
경기평생교육학습관,경기도,수원시,2080,690065
시립중앙도서관,경기도,광주시,798,329991
오포도서관,경기도,광주시,366,100802
초월도서관,경기도,광주시,549,92439
곤지암도서관,경기도,광주시,284,96541
능평도서관,경기도,광주시,360,58901
오포작은도서관,경기도,광주시,17,15654
대주작은도서관,경기도,광주시,35,12487
퇴촌작은도서관,경기도,광주시,19,12660
도척작은도서관,경기도,광주시,35,14160
광남작은도서관,경기도,광주시,40,15429
정읍중앙도서관,전라북도,정읍시,602,156387
신태인도서관,전라북도,정읍시,100,66618
기적의도서관,전라북도,정읍시,78,61057
북면작은도서관,전라북도,정읍시,20,6994
상동작은도서관,전라북도,정읍시,25,10522
고부작은도서관,전라북도,정읍시,10,4890
수목토작은도서관,전라북도,정읍시,24,5834
문화의집작은도서관,전라북도,정읍시,12,5742
옹달샘작은도서관,전라북도,정읍시,19,6832
수성작은도서관,전라북도,정읍시,30,6241
감골작은도서관,전라북도,정읍시,16,3645
초산작은도서관,전라북도,정읍시,11,5056
실버작은도서관,전라북도,정읍시,24,3880
상교작은도서관,전라북도,정읍시,36,4014
꿈꾸는작은도서관,전라북도,정읍시,33,5906
다문화작은도서관,전라북도,정읍시,22,5124
책향기작은도서관,전라북도,정읍시,30,4271
화순열린도서관,전라남도,화순군,300,54475
능주면민도서관,전라남도,화순군,40,5948
세빛도서관,전라남도,화순군,30,3300
화순작은도서관,전라남도,화순군,10,1000
다사랑작은도서관,전라남도,화순군,20,5000
지혜샘어린이문고,전라남도,화순군,10,1500
늘푸른작은도서관,전라남도,화순군,36,6370
화순중앙도서관,전라남도,화순군,28,3226
꿈나무도서관,전라남도,화순군,24,5454
빛나라도서관,전라남도,화순군,40,5468
해망마을도서관,전라남도,화순군,24,3900
안심 작은도서관,전라남도,화순군,24,2807
잠정햇살마을도서관,전라남도,화순군,39,1000
능성예절도서관,전라남도,화순군,15,2000
광신프로그레시브작은도서관(너나들이도서관),전라남도,화순군,12,1000
행복미소작은도서관,경상남도,산청군,15,9408
선비마을작은도서관,경상남도,산청군,12,5649
사상도서관,부산광역시,사상구,95,137112
고맙습니다 보물섬 작은도서관,부산광역시,사상구,81,15122
꿈나래 작은도서관,부산광역시,사상구,12,7473
다문화도서관,부산광역시,사상구,28,3621
모라1동 작은도서관,부산광역시,사상구,40,10851
부산광역시 여성문화회관 도서정보자료실,부산광역시,사상구,10,5946
사상 작은도서관,부산광역시,사상구,25,13815
샘물 작은도서관,부산광역시,사상구,20,3300
어린이&가족도서관 꿈꾸는 글나라,부산광역시,사상구,30,10427
엄궁 쌈지 작은도서관,부산광역시,사상구,16,12448
주례쌈지작은도서관,부산광역시,사상구,30,13363
포도송이 작은도서관,부산광역시,사상구,10,1500
학마을작은도서관,부산광역시,사상구,30,3079
한울타리 작은도서관,부산광역시,사상구,10,1400
함께하는 작은도서관,부산광역시,사상구,30,1500
햇살나무작은도서관,부산광역시,사상구,40,10348
순창군립도서관,전라북도,순창군,65,34441
부곡글고운도서관,경기도,의왕시,75,31295
오전빛고운도서관,경기도,의왕시,50,28345
중앙도서관,경기도,의왕시,1105,209067
글로벌도서관,경기도,의왕시,255,74398
청계참고운도서관,경기도,의왕시,50,25202
내손책고운도서관,경기도,의왕시,70,25547
내손도서관,경기도,의왕시,806,227662
강서도서관,부산광역시,강서구,303,108098
극동스타클래스작은도서관,부산광역시,강서구,140,7300
링컨타운책벌레작은도서관,부산광역시,강서구,30,4100
아인슈타인타운책벌레작은도서관,부산광역시,강서구,40,3500
에디슨타운책벌레작은도서관,부산광역시,강서구,23,3100
작은도서관 시민책방,부산광역시,강서구,50,5000
책나무작은도서관,부산광역시,강서구,10,7200
명지한신휴플러스작은도서관,부산광역시,강서구,60,1500
솔마레작은도서관,부산광역시,강서구,107,1100
에일린의뜰작은도서관,부산광역시,강서구,30,1200
동행작은도서관,부산광역시,강서구,32,1200
지사꿈꾸는작은도서관,부산광역시,강서구,13,5000
대방2차Book적Book적작은도서관,부산광역시,강서구,62,2000
소담북카페,부산광역시,강서구,13,2500
호반베르디움작은도서관,부산광역시,강서구,15,1000
휴포레작은도서관,부산광역시,강서구,17,1010
명지2차금강작은도서관,부산광역시,강서구,35,1000
명지두산작은도서관,부산광역시,강서구,40,2100
죽변면도서관,경상북도,울진군,66,59175
울진남부도서관,경상북도,울진군,181,50488
울진작은도서관,경상북도,울진군,15,7314
근남작은도서관,경상북도,울진군,14,5696
매화작은도서관,경상북도,울진군,6,5542
기성작은도서관,경상북도,울진군,15,6063
평해작은도서관,경상북도,울진군,16,5683
온정작은도서관,경상북도,울진군,32,5605
책마루도서관,울산광역시,남구,35,3500
울림북카페,울산광역시,남구,99,1197
책방의 하루,울산광역시,남구,33,1175
작은도서관 그늘,울산광역시,남구,20,2000
꿈꾸는 고래 도서관,울산광역시,남구,40,1200
대공원대명루첸아파트 작은도서관,울산광역시,남구,34,4138
옹달샘 작은도서관,울산광역시,남구,6,1200
무거위브자이작은도서관,울산광역시,남구,18,4000
굴화 작은도서관,울산광역시,남구,29,5409
옥현으뜸마을 작은도서관,울산광역시,남구,26,8498
드림작은도서관,울산광역시,남구,20,2474
푸른도서관,울산광역시,남구,20,5469
신선산휴먼빌도서관,울산광역시,남구,15,4202
미소나눔도서관,울산광역시,남구,40,9667
야음롯데캐슬문고,울산광역시,남구,20,3522
마이코즈문고,울산광역시,남구,40,2164
옥현주공1단지 책마루,울산광역시,남구,10,7537
울산감리교회문고,울산광역시,남구,20,1800
옥현주공2단지문고,울산광역시,남구,21,10171
소풍 작은도서관,울산광역시,남구,26,15987
다독다독 작은도서관,울산광역시,남구,40,2718
아이파크2 작은도서관,울산광역시,남구,12,2600
아이파크1 작은도서관,울산광역시,남구,63,5000
삼호 작은도서관,울산광역시,남구,40,12932
달동 마을문고,울산광역시,남구,6,7435
대현동 마을문고,울산광역시,남구,9,11559
선암동 마을문고,울산광역시,남구,50,9807
삼산동 마을문고,울산광역시,남구,8,10675
신정4동 마을문고,울산광역시,남구,12,10972
무거동 마을문고,울산광역시,남구,24,16244
신정3동 마을문고,울산광역시,남구,8,11820
신정2동 마을문고,울산광역시,남구,30,7886
수암동 마을문고,울산광역시,남구,12,9080
남부도서관,울산광역시,남구,944,310223
월봉도서관,울산광역시,남구,66,20923
옥현어린이도서관,울산광역시,남구,113,26126
신복도서관,울산광역시,남구,210,45200
도산도서관,울산광역시,남구,189,58604
용운도서관,대전광역시,동구,400,115050
갈마도서관,대전광역시,서구,800,170901
가수원도서관,대전광역시,서구,781,120508
둔산도서관,대전광역시,서구,470,97190
서구어린이도서관,대전광역시,서구,150,45661
노은도서관,대전광역시,유성구,569,64430
유성도서관,대전광역시,유성구,406,126049
진잠도서관,대전광역시,유성구,484,63697
구암도서관,대전광역시,유성구,317,17568
구즉도서관,대전광역시,유성구,372,99455
엑스포도서관,대전광역시,유성구,20,18371
신탄진평생학습도서관,대전광역시,대덕구,1200,140409
송촌평생학습도서관,대전광역시,대덕구,650,65469
안산평생학습도서관,대전광역시,대덕구,530,141821
한밭도서관,대전광역시,중구,656,802933
학생교육문화원,대전광역시,중구,801,106654
산성도서관,대전광역시,중구,430,47991
가오도서관,대전광역시,동구,300,94073
판암도서관,대전광역시,동구,80,32006
가양도서관,대전광역시,동구,263,96878
무지개도서관,대전광역시,동구,71,27088
홍도도서관,대전광역시,동구,100,38439
성남도서관,대전광역시,동구,120,37655
자양도서관,대전광역시,동구,104,40498
비산도서관,대구광역시,서구,60,18437
서구영어도서관,대구광역시,서구,14,4110
비원도서관,대구광역시,서구,59,12141
서구어린이도서관,대구광역시,서구,323,42592
내당4동 어린이도서관,대구광역시,서구,12,7977
새마을문고 서구지부,대구광역시,서구,40,5695
서구청 작은도서관,대구광역시,서구,19,6144
비산7동 작은도서관,대구광역시,서구,30,5828
내당2.3동 드림도서관,대구광역시,서구,55,6375
달성토성마을 다락방 작은도서관,대구광역시,서구,21,3990
만평주민도서관,대구광역시,서구,20,9138
마을도서관 햇빛따라,대구광역시,서구,30,13063
옹달샘 작은도서관,대구광역시,서구,16,7800
세토 작은도서관,대구광역시,서구,14,3500
별이난마을도서관,대구광역시,서구,39,1500
중리롯데 작은도서관,대구광역시,서구,16,2500
평리 작은도서관,대구광역시,서구,40,1400
청송군립진보공공도서관,경상북도,청송군,206,29050
경상북도교육청예천도서관,경상북도,예천군,300,70715
연천도서관,경기도,연천군,67,76282
중앙도서관,경기도,연천군,129,106949
해운대인문학도서관,부산광역시,해운대구,299,35960
반여도서관,부산광역시,해운대구,162,91015
재송어린이도서관,부산광역시,해운대구,133,118636
작은인문학도서관,부산광역시,해운대구,167,14312
해운대세계작은도서관,부산광역시,해운대구,28,11637
소래도서관,인천광역시,남동구,150,74989
서창도서관,인천광역시,남동구,183,63282
간석3동어린이도서관,인천광역시,남동구,80,34304
만수2동어린이도서관,인천광역시,남동구,65,27130
부개도서관,인천광역시,부평구,209,52604
삼산도서관,인천광역시,부평구,204,52009
부평기적의도서관,인천광역시,부평구,300,56507
청천도서관,인천광역시,부평구,146,46533
갈산도서관,인천광역시,부평구,92,25367
부개어린이도서관,인천광역시,부평구,70,20357
꿈나무작은도서관,인천광역시,부평구,42,10335
샘터도서관,인천광역시,부평구,25,9329
희망천작은도서관,인천광역시,부평구,26,12561
산곡글향기도서관,인천광역시,부평구,30,9485
갈산밀알도서관,인천광역시,부평구,23,8308
글마루도서관,인천광역시,부평구,60,10500
동수작은도서관,인천광역시,부평구,30,9454
민들레작은도서관,인천광역시,부평구,30,13867
무지개도서관,인천광역시,부평구,0,10000
청개구리어린이도서관,인천광역시,부평구,50,7093
신나는여성주의도서관 랄라,인천광역시,부평구,80,5017
춤추는달팽이도서관,인천광역시,부평구,50,4747
동그라미도서관,인천광역시,부평구,40,4500
누리보듬 마을문고,인천광역시,부평구,8,5071
옹달샘도서관,인천광역시,부평구,40,9100
꿈땅도서관,인천광역시,부평구,50,10256
청소년인문학도서관 두잉,인천광역시,부평구,50,3473
엘림작은도서관,인천광역시,부평구,40,6955
늘푸른도서관,인천광역시,부평구,30,8526
해오름작은도서관,인천광역시,부평구,20,3500
마을도서관,인천광역시,부평구,24,1500
하늘도시교회작은도서관,인천광역시,부평구,18,2200
동암비전도서관,인천광역시,부평구,40,2200
두드림작은도서관,인천광역시,부평구,20,2250
하하작은도서관,인천광역시,부평구,20,1800
선일비전영어작은도서관,인천광역시,부평구,20,2000
사랑채작은도서관,인천광역시,부평구,12,1300
우리동네 작은도서관 도란도란,인천광역시,부평구,20,10000
노동자의 작은도서관 사람,인천광역시,부평구,20,6023
아이아이도서관,인천광역시,부평구,25,1250
행복숲 작은도서관,인천광역시,부평구,20,1708
예산군립도서관,충청남도,예산군,240,56000
삽교공공도서관,충청남도,예산군,162,75000
도농도서관,경기도,남양주시,448,159237
와부도서관,경기도,남양주시,411,104598
화도도서관,경기도,남양주시,328,128718
진건도서관,경기도,남양주시,373,107814
평내도서관,경기도,남양주시,451,97534
별내도서관,경기도,남양주시,329,114733
진접도서관,경기도,남양주시,422,61864
진접푸른숲 도서관,경기도,남양주시,549,59153
오남도서관,경기도,남양주시,372,88207
퇴계원도서관,경기도,남양주시,410,77171
별빛도서관,경기도,남양주시,598,36508
태안군립중앙도서관,충청남도,태안군,300,69341
태안군립안면도서관,충청남도,태안군,90,53642
정보과학도서관,경기도,과천시,540,339394
문원도서관,경기도,과천시,110,56181
은평구립도서관,서울특별시,은평구,958,199029
증산정보도서관,서울특별시,은평구,511,62656
응암정보도서관,서울특별시,은평구,250,53973
상림마을작은도서관,서울특별시,은평구,60,33795
은평뉴타운 도서관,서울특별시,은평구,420,36727
구산동 도서관마을,서울특별시,은평구,350,39550
내를건너서숲으로도서관,서울특별시,은평구,170,10346
은평작은도서관(은평구청 1층),서울특별시,은평구,10,13033
녹번만화도서관,서울특별시,은평구,10,3431
다섯콩작은도서관,서울특별시,은평구,42,11717
어린이도서관 동네북,서울특별시,은평구,50,11899
북한산 힐스테이트 1차 솔숲문고,서울특별시,은평구,40,4200
은광교회도서관,서울특별시,은평구,60,13500
바다의 별 작은도서관,서울특별시,은평구,50,5600
비전뜰 도서관,서울특별시,은평구,18,3400
다니엘 작은도서관,서울특별시,은평구,20,4340
천주교연신내성당 작은도서관,서울특별시,은평구,6,1502
고리마루작은도서관(갈현1동 주민센터),서울특별시,은평구,18,4729
정임도서관,서울특별시,은평구,25,4900
효경골 마을문고(갈현2동 주민센터),서울특별시,은평구,20,9675
풍성한 알곡 비전도서관,서울특별시,은평구,34,1600
MBL문고,서울특별시,은평구,40,1900
청소년도서관 작공,서울특별시,은평구,22,1800
무지개영어도서관,서울특별시,은평구,16,2500
햇살이 따뜻한 아이마루 작은도서관,서울특별시,은평구,40,7236
대조꿈나무어린이도서관,서울특별시,은평구,56,12106
대조제일교회 꿈꾸는 작은도서관,서울특별시,은평구,40,8602
징검다리 도서관,서울특별시,은평구,50,7808
은평문화의집 작은도서관(응암1동 주민센터),서울특별시,은평구,50,11010
포수마을 만화도서관,서울특별시,은평구,10,2000
응암도서관,서울특별시,은평구,30,17271
푸른풀밭 작은도서관,서울특별시,은평구,30,4100
응암2동 매바위북카페(응암2동 주민센터),서울특별시,은평구,8,2469
꿈샘도서관,서울특별시,은평구,16,6832
백련산힐스 작은도서관,서울특별시,은평구,22,5520
사랑방 작은도서관,서울특별시,은평구,15,4300
복있는교회작은도서관,서울특별시,은평구,10,1100
불광천 작은도서관(응암정보도서관 운영),서울특별시,은평구,10,5226
서문어린이도서관,서울특별시,은평구,50,5530
은평어린이영어도서관(평생학습관 1층),서울특별시,은평구,30,15141
역마루 작은도서관(역촌동 주민센터),서울특별시,은평구,30,4959
영광영재도서관,서울특별시,은평구,50,6500
예뜰도서관,서울특별시,은평구,60,13000
꿈꾸는 작은도서관,서울특별시,은평구,40,2400
초록길도서관,서울특별시,은평구,40,8000
신사어린이도서관,서울특별시,은평구,40,12551
즐겨찾기 작은 도서관,서울특별시,은평구,18,3800
시루뫼쉼터(증산동 주민센터),서울특별시,은평구,3,2989
성산작은도서관,서울특별시,은평구,30,5285
서영영어전문작은도서관,서울특별시,은평구,10,4500
이아이야작은도서관,서울특별시,은평구,20,1600
수색장로교회도서관,서울특별시,은평구,19,49500
물빛마을작은도서관,서울특별시,은평구,30,7916
수색한숲도서관,서울특별시,은평구,15,4500
은평노인종합복지관 작은도서관,서울특별시,은평구,20,5047
상림6 작은도서관,서울특별시,은평구,20,8600
푸른꿈작은도서관,서울특별시,은평구,20,4360
은평뉴타운 5단지 문고,서울특별시,은평구,36,4000
모퉁이작은도서관,서울특별시,은평구,20,5430
롯데캐슬문고,서울특별시,은평구,32,5744
상림책마루작은도서관,서울특별시,은평구,35,5700
우물골작은도서관,서울특별시,은평구,20,5000
큰꿈작은도서관,서울특별시,은평구,30,8000
래미안 푸른숲 도서관,서울특별시,은평구,28,6846
두드림 작은도서관,서울특별시,은평구,14,6800
종이책갈피 작은도서관,서울특별시,은평구,6,3900
푸른작은도서관,서울특별시,은평구,25,5600
솔빛도서관,서울특별시,은평구,12,1125
샘터작은도서관,서울특별시,은평구,12,4500
상림글방,서울특별시,은평구,30,1226
책뜰에도서관,서울특별시,은평구,60,7200
마고정작은도서관,서울특별시,은평구,25,3500
숲속향기 작은도서관,서울특별시,은평구,35,5638
지혜누리작은도서관,서울특별시,은평구,20,2555
꿈지락작은도서관,서울특별시,은평구,50,7000
꿈꾸는i작은도서관,서울특별시,은평구,60,8000
산책마을 SH작은도서관,서울특별시,은평구,30,6800
나누리작은도서관,서울특별시,은평구,30,2500
두근두근작은도서관,서울특별시,은평구,30,2020
물푸레작은도서관,서울특별시,은평구,35,2000
새자람작은도서관,서울특별시,은평구,10,1400
지웰작은도서관,서울특별시,은평구,15,2000
화천어린이도서관,강원도,화천군,40,12185
사내도서관,강원도,화천군,49,10138
화천교육도서관,강원도,화천군,44,71409
주암운룡,전라남도,순천시,20,4322
승주꿈꾸는,전라남도,순천시,16,6388
하날다래,전라남도,순천시,35,8488
저전자치,전라남도,순천시,20,4329
삼산푸르미,전라남도,순천시,50,5841
해룡성산,전라남도,순천시,24,4239
대주피오레,전라남도,순천시,30,10350
대주생각나무,전라남도,순천시,42,8042
신원푸른숲,전라남도,순천시,20,7366
별량첨산,전라남도,순천시,10,6654
조례열린,전라남도,순천시,20,5855
장천작은나무,전라남도,순천시,30,6851
호반1차파랑새,전라남도,순천시,40,7802
호반2차꿈꾸는,전라남도,순천시,27,6499
봉화호롱불,전라남도,순천시,35,6575
대주2차푸른솔,전라남도,순천시,16,5694
흑두루미,전라남도,순천시,50,6221
서면배들꿈나래,전라남도,순천시,60,6404
책이랑,전라남도,순천시,16,8851
롯데캐슬나눔,전라남도,순천시,100,4632
두산위브행복,전라남도,순천시,67,11236
글마루(신대1차),전라남도,순천시,23,11000
신이나(신대2차),전라남도,순천시,34,7904
생태회랑(신대3차),전라남도,순천시,40,6537
도담(신대5차),전라남도,순천시,172,3286
메가드림(신대6차),전라남도,순천시,60,6331
라송센트럴카운티,전라남도,순천시,52,4885
그루터기,전라남도,순천시,32,7123
호반베르디움,전라남도,순천시,48,3331
한울타리,전라남도,순천시,45,2334
히어리꽃,전라남도,순천시,30,3500
대광,전라남도,순천시,10,7500
후마니타스,전라남도,순천시,12,3630
나눔의 집,전라남도,순천시,16,3500
풍덕,전라남도,순천시,80,1500
골드,전라남도,순천시,16,1750
리채,전라남도,순천시,22,1048
삼산도서관,전라남도,순천시,460,130803
그림책도서관,전라남도,순천시,175,117840
연향도서관,전라남도,순천시,214,156448
기적의도서관,전라남도,순천시,380,92023
조례호수도서관,전라남도,순천시,135,83997
신대도서관,전라남도,순천시,150,23985
해룡농어촌도서관,전라남도,순천시,38,30839
풍덕글마루도서관,전라남도,순천시,20,16487
신성풀꽃,전라남도,순천시,20,4647
조곡자치,전라남도,순천시,25,6015
생목벽산,전라남도,순천시,41,14050
송촌글마루,전라남도,순천시,30,8691
상사용암,전라남도,순천시,30,7454
동신별빛,전라남도,순천시,30,10507
해룡소안,전라남도,순천시,30,4956
남제자치,전라남도,순천시,30,7166
주암광천,전라남도,순천시,24,9820
서면자치,전라남도,순천시,35,5616
가곡옹달샘,전라남도,순천시,45,9225
해룡호두,전라남도,순천시,15,4969
조례금호,전라남도,순천시,20,6781
우성반딧불,전라남도,순천시,10,7341
매곡자치,전라남도,순천시,20,5934
왕조2자치,전라남도,순천시,24,8310
풍덕금호,전라남도,순천시,15,6527
대대순천만,전라남도,순천시,24,7434
연동대주,전라남도,순천시,60,10124
세종특별자치시교육연구원,세종특별자치시,-,84,125295
제천시립도서관,충청북도,충청북도 제천시,156,277703
의병도서관,충청북도,충청북도 제천시,10,15141
제천여성도서관,충청북도,충청북도 제천시,144,68960
봉양도서관,충청북도,충청북도 제천시,48,57239
기적의도서관,충청북도,충청북도 제천시,180,101991
여수시립쌍봉도서관,전라남도,여수시,804,167035
여수시립현암도서관,전라남도,여수시,647,188543
여수시립환경도서관,전라남도,여수시,150,100270
여수시립돌산도서관,전라남도,여수시,141,77315
여수시립소라도서관,전라남도,여수시,103,73749
여수시립율촌도서관,전라남도,여수시,338,51958
완주군립중앙도서관,전라북도,완주군,340,56882
완주군립둔산영어도서관,전라북도,완주군,280,51576
완주군립삼례도서관,전라북도,완주군,150,109265
완주군립고산도서관,전라북도,완주군,116,63834
구이모악작은도서관,전라북도,완주군,30,9894
이서배꽃뜰작은도서관,전라북도,완주군,30,12084
이서별마루작은도서관,전라북도,완주군,30,3449
상관기찻길작은도서관,전라북도,완주군,30,11665
화산골작은도서관,전라북도,완주군,30,4529
경천애인작은도서관,전라북도,완주군,30,6205
용꿈작은도서관,전라북도,완주군,30,3320
소양철쭉작은도서관,전라북도,완주군,30,7088
진안공공도서관,전라북도,전라북도 진안군,201,64765
월담작은도서관,강원도,영월군,134,23698
주천도서관,강원도,영월군,33,23392
영월교육도서관,강원도,영월군,188,92262
고성동부도서관,경상남도,고성군,100,32270
책사랑작은도서관,경상남도,고성군,50,12712
청사도서관,경상북도,성주군,100,16000
노원정보도서관,서울특별시,노원구　,827,186193
노원어린이도서관,서울특별시,노원구　,126,99935
월계문화정보도서관,서울특별시,노원구　,370,91352
상계문화정보도서관,서울특별시,노원구　,406,62513
화랑도서관,서울특별시,노원구　,213,40325
꿈꾸는작은도서관,서울특별시,노원구　,14,13736
달내작은도서관,서울특별시,노원구　,18,11632
한내도서관,서울특별시,노원구　,16,8758
도란도란작은도서관,서울특별시,노원구　,18,13321
책이랑친구랑작은도서관,서울특별시,노원구　,8,15277
가재울작은도서관,서울특별시,노원구　,15,16618
열린작은도서관,서울특별시,노원구　,4,11724
책누리작은도서관,서울특별시,노원구　,25,14687
하늘작은도서관,서울특별시,노원구　,38,16057
중계사랑북카페,서울특별시,노원구　,30,17408
푸른숲작은도서관,서울특별시,노원구　,6,10848
파랑새작은도서관,서울특별시,노원구　,36,13797
수락작은도서관,서울특별시,노원구　,39,18246
해솔작은도서관,서울특별시,노원구　,12,13709
반디작은도서관,서울특별시,노원구　,10,13324
한울작은도서관,서울특별시,노원구　,20,16777
가온작은도서관,서울특별시,노원구　,11,13168
노원문화원,서울특별시,노원구　,34,18863
메아리작은도서관,서울특별시,노원구　,14,13528
상계숲속작은도서관,서울특별시,노원구　,60,10430
초안산숲속작은도서관,서울특별시,노원구　,50,9900
책사랑북카페,서울특별시,노원구　,46,16558
한경도서관,제주특별자치도,제주시,124,53995
조천읍도서관,제주특별자치도,제주시,155,54448
애월도서관,제주특별자치도,제주시,1280,176304
탐라도서관,제주특별자치도,제주시,1280,189256
제주시기적의도서관,제주특별자치도,제주시,150,53677
우당도서관,제주특별자치도,제주시,2126,260180
이천시립도서관,경기도,이천시,580,188585
이천시립청미도서관,경기도,이천시,490,110547
이천시립어린이도서관,경기도,이천시,280,87527
이천시립효양도서관,경기도,이천시,550,107298
이천시립마장도서관,경기도,이천시,184,21419
제주도서관,제주특별자치도,제주시,515,262585
서귀포학생문화원도서관,제주특별자치도,서귀포시,275,205855
동녘도서관,제주특별자치도,제주시,155,85894
송악도서관,제주특별자치도,서귀포시,174,108119
제남도서관,제주특별자치도,서귀포시,176,111429
한수풀도서관,제주특별자치도,제주시,181,117356
양산시립도서관,경상남도,양산시,1317,133009
웅상도서관,경상남도,양산시,1200,178838
양산영어도서관,경상남도,양산시,318,29245
상북어린이도서관,경상남도,양산시,80,12601
고맙습니다물구나무작은도서관,경상남도,양산시,50,11476
순지작은도서관,경상남도,양산시,60,6561
황전새마을작은도서관,경상남도,양산시,45,9819
양산종합사회복지관 행복한작은도서관,경상남도,양산시,8,8542
백년가약작은도서관,경상남도,양산시,84,11569
반도유보라새마을 작은도서관,경상남도,양산시,42,9312
글마루작은도서관,경상남도,양산시,25,10437
우남작은도서관,경상남도,양산시,46,12355
휴먼빌둥지작은도서관,경상남도,양산시,30,8196
에버빌작은도서관,경상남도,양산시,42,7406
비바패밀리작은도서관,경상남도,양산시,41,13842
양산여성회동무동무씨동무 작은도서관,경상남도,양산시,32,6000
